INCIDENT_TYPE|SCHOOL_ID|School|INCIDENT_COUNT|Enrollment|Incident_rate|TotalIncidentRate
Harassment|727|Thomas K. Finletter School|2|2976.0|0.016801075268817203|0.28001792114695345
Harassment|728|Benjamin Franklin School|1|2952.0|0.008468834688346883|0.5441226287262872
Harassment|729|Allen M. Stearne School|4|2252.0|0.04440497335701599|0.2997335701598579
Harassment|730|Francis Hopkinson School|0|2760.0|0.0|0.18115942028985507
Harassment|731|Feltonville Intermediate School|1|3088.0|0.008095854922279792|0.12953367875647667
Harassment|732|Julia W. Howe School|1|976.0|0.025614754098360656|0.2561475409836066
Harassment|733|Henry W. Lawton School|0|2274.0|0.0|0.054969217238346524
Harassment|735|James R. Lowell School|0|2298.0|0.0|0.07615317667536989
Harassment|736|John Marshall School|0|1275.0|0.0|0.2254901960784314
Harassment|737|Grover Washington, Jr. School|8|2164.0|0.09242144177449169|0.7971349353049908
Harassment|738|Alexander K. McClure School|0|1890.0|0.0|0.18518518518518517
Harassment|739|Andrew J. Morrison School|1|2892.0|0.008644536652835409|0.34578146611341637
Harassment|740|Olney School|3|3344.0|0.02242822966507177|0.19936204146730463
Harassment|743|James J. Sullivan School|0|2292.0|0.0|0.2045157068062827
Harassment|744|Bayard Taylor School|0|1680.0|0.0|0.17113095238095238
Harassment|746|William H. Ziegler School|2|2172.0|0.02302025782688766|0.2532228360957643
Harassment|747|Bridesburg School|0|2382.0|0.0|0.0813392107472712
Harassment|749|Prince Hall School|2|2296.0|0.02177700348432056|0.18147502903600465
Harassment|750|Feltonville School of Arts and Sciences|8|2220.0|0.09009009009009009|0.6906906906906907
Harassment|751|Mary M. Bethune School|1|2163.0|0.01155802126675913|0.19359685621821543
Harassment|753|William Rowen School|0|1485.0|0.0|0.18097643097643099
Harassment|773|Roberto Clemente School|4|1473.0|0.06788866259334692|1.3789884589273589
Harassment|801|Abraham Lincoln High School|4|6108.0|0.016371971185330715|0.8063195808775377
Harassment|802|Northeast High School|1|13544.0|0.001845835794447726|0.3242518212246505
Harassment|803|George Washington High School|19|5256.0|0.09037290715372907|1.079718417047184
Harassment|804|Arts Academy at Benjamin Rush|0|1818.0|0.0|0.26127612761276126
Harassment|809|Swenson Arts and Technology High School|0|2004.0|0.0|0.33994510978043907
Harassment|812|Woodrow Wilson School|5|5196.0|0.02405696689761355|0.5645368231973313
Harassment|814|Austin Meehan School|4|1734.0|0.05767012687427912|0.8290080738177623
Harassment|816|Baldi School|0|4137.0|0.0|0.1435218757553783
Harassment|820|Ethan Allen School |1|2835.0|0.008818342151675485|0.2160493827160494
Harassment|821|Joseph H. Brown School|1|1743.0|0.01434308663224326|0.08605851979345956
Harassment|823|Kennedy C. Crossan School|0|1125.0|0.0|0.022222222222222223
Harassment|824|Hamilton Disston School|1|2640.0|0.00946969696969697|0.23910984848484845
Harassment|825|Edwin Forrest School|0|3558.0|0.0|0.0439151208544126
Harassment|826|Fox Chase School|0|1455.0|0.0|0.01718213058419244
Harassment|827|Thomas Holme School|0|1710.0|0.0|0.1388888888888889
Harassment|830|Mayfair School|6|5684.0|0.026389866291344124|0.2682969739619986
Harassment|831|J. Hampton Moore School|1|3504.0|0.007134703196347032|0.05707762557077625
Harassment|834|Solomon Solis-Cohen School|4|4884.0|0.020475020475020474|0.0836063336063336
Harassment|835|Gilbert Spruance School|1|6016.0|0.004155585106382979|0.1592974290780142
Harassment|836|Rhawnhurst School|0|1821.0|0.0|0.02402526084568918
Harassment|837|Watson Comly School|3|1964.0|0.03818737270875764|0.22063815342837748
Harassment|838|Louis H. Farrell School|0|3264.0|0.0|0.06127450980392157
Harassment|839|A.L. Fitzpatrick School|2|3320.0|0.015060240963855422|0.21084337349397592
Harassment|840|Anne Frank School|0|3852.0|0.0|0.02109293873312565
Harassment|841|Robert B. Pollock School|1|1989.0|0.01256913021618904|0.16654097536450477
Harassment|842|Stephen Decatur School|0|3087.0|0.0|0.04859086491739553
Harassment|843|Joseph Greenberg School|0|2259.0|0.0|0.03873395307658256
Harassment|844|William H. Loesche School|0|2307.0|0.0|0.10294755093194627
Harassment|856|The Workshop School|0|690.0|0.0|0.10869565217391305
Harassment|877|John Hancock Demonstration School|2|739.0|0.06765899864682003|0.33829499323410017
Robbery|101|John Bartram High School|10|1803.0|0.1386577925679423|1.528702163061564
Robbery|102|West Philadelphia High School|5|1932.0|0.06469979296066253|1.125776397515528
Robbery|103|High School of the Future|3|1428.0|0.052521008403361345|1.4136904761904763
Robbery|105|Paul Robeson High School for Human Services|1|891.0|0.028058361391694726|0.14029180695847365
Robbery|110|William L. Sayre High School|7|1476.0|0.11856368563685638|1.4524051490514904
Robbery|113|William T. Tilden School|6|1089.0|0.13774104683195593|1.7791551882460972
Robbery|119|Motivation High School|0|1161.0|0.0|0.45757967269595173
Robbery|120|John Barry School|1|2082.0|0.012007684918347743|0.7504803073967339
Robbery|123|William C. Bryant School|1|1209.0|0.0206782464846981|0.7030603804797354
Robbery|125|Joseph W. Catharine School|0|1701.0|0.0|0.09185773074661963
Robbery|126|Benjamin B. Comegys School|1|1548.0|0.01614987080103359|0.5612080103359173
Robbery|128|Sadie Alexander School|0|1707.0|0.0|0.0
Robbery|129|Andrew Hamilton School|0|1761.0|0.0|0.5110732538330494
Robbery|130|Avery D. Harrington School|0|1479.0|0.0|0.5620351588911427
Robbery|134|Henry C. Lea School|0|1578.0|0.0|0.5584600760456274
Robbery|135|William C. Longstreth School|0|1494.0|0.0|0.3137550200803213
Robbery|136|Morton McMichael School|0|1200.0|0.0|0.3541666666666667
Robbery|137|S. Weir Mitchell School|2|1683.0|0.029708853238265002|1.036096256684492
Robbery|138|Thomas G. Morton School|0|1899.0|0.0|0.2665876777251185
Robbery|139|Samuel Powel School|0|852.0|0.0|0.029342723004694836
Robbery|140|John M. Patterson School|0|1929.0|0.0|0.09072058061171592
Robbery|141|James Rhoads School|1|1689.0|0.014801657785671996|0.6660746003552398
Robbery|142|Martha Washington School|0|1215.0|0.0|0.4012345679012346
Robbery|144|Penrose School|0|1770.0|0.0|0.4555084745762712
Robbery|146|Add B. Anderson School|1|1410.0|0.01773049645390071|0.4166666666666667
Robbery|147|Alain Locke School|0|1341.0|0.0|0.5686055182699479
Robbery|149|Rudolph Blankenburg School|3|1952.0|0.038422131147540985|0.8410177595628416
Robbery|158|Middle Years Alternative School|1|1020.0|0.024509803921568627|0.5228758169934641
Robbery|200|South Philadelphia High School|3|1833.0|0.04091653027823241|0.8899345335515548
Robbery|201|Benjamin Franklin High School|9|2188.0|0.10283363802559416|1.8395795246800732
Robbery|202|High School for Creative and Performing Arts School|1|2079.0|0.012025012025012025|0.2074314574314574
Robbery|214|Julia R. Masterman School|8|3573.0|0.055975370836831795|0.22739994402462918
Robbery|216|Furness High School|3|2768.0|0.027095375722543353|0.460621387283237
Robbery|219|D. Newlin Fell School|1|1728.0|0.014467592592592593|0.19169560185185186
Robbery|221|Bache-Martin School|0|1437.0|0.0|0.48277661795407095
Robbery|224|F. Amedee Bregy School|0|1041.0|0.0|0.516330451488953
Robbery|226|George W. Childs School|0|1662.0|0.0|0.34220818291215405
Robbery|229|Franklin Learning Center|2|2613.0|0.019135093761959432|0.2463643321852277
Robbery|232|Stephen Girard School|0|1815.0|0.0|0.26859504132231404
Robbery|234|General George A. McCall School|0|2148.0|0.0|0.023277467411545624
Robbery|237|Delaplaine McDaniel School|0|1809.0|0.0|0.6115257048092869
Robbery|238|William M. Meredith School|0|1842.0|0.0|0.04071661237785017
Robbery|239|Robert Morris School|0|885.0|0.0|0.9039548022598871
Robbery|241|Girard Academic Music Program|4|1716.0|0.05827505827505827|0.34965034965034963
Robbery|245|Edwin M. Stanton School|0|783.0|0.0|0.6305874840357598
Robbery|247|Albert M. Greenfield School|0|1866.0|0.0|0.08038585209003216
Robbery|248|Chester A. Arthur School|0|753.0|0.0|0.5312084993359893
Robbery|249|Laura W. Waring School|0|963.0|0.0|0.18821391484942887
Robbery|251|Andrew Jackson School|0|1698.0|0.0|0.10674322732626619
Robbery|252|Abram S. Jenks School|0|924.0|0.0|0.0
Robbery|254|Francis S. Key School|0|1401.0|0.0|0.07137758743754462
Robbery|258|Eliza B. Kirkbride School|0|1662.0|0.0|0.06392900120336943
Robbery|259|George W. Nebinger School|1|1095.0|0.0228310502283105|0.23401826484018262
Robbery|262|Academy at Palumbo|1|2709.0|0.009228497600590625|0.1522702104097453
Robbery|263|George W. Sharswood School|0|1719.0|0.0|0.21087841768470042
Robbery|264|Southwark School|0|2223.0|0.0|0.5904183535762483
Robbery|265|Science Leadership Academy|0|1476.0|0.0|0.2625338753387534
Robbery|267|Constitution High School|1|1116.0|0.022401433691756272|0.3584229390681004
Robbery|268|The Science Leadership Academy at Beeber|0|952.0|0.0|0.0350140056022409
Robbery|269|John H. Taggart School|0|1347.0|0.0|0.09279881217520415
Robbery|272|Vare-Washington School|0|1089.0|0.0|0.5165289256198348
Robbery|402|Overbrook High School|13|2292.0|0.1417975567190227|1.7488365328679465
Robbery|403|High School of Engineering and Science|4|2703.0|0.03699593044765076|0.24972253052164264
Robbery|406|Murrell Dobbins Career and Technical High School|0|1830.0|0.0|0.9050546448087432
Robbery|414|Strawberry Mansion High School|4|1248.0|0.08012820512820513|1.542467948717949
Robbery|422|James G. Blaine School|0|1392.0|0.0|0.525323275862069
Robbery|424|Lewis C. Cassidy Academics Plus School|1|1908.0|0.01310272536687631|0.3712438853948288
Robbery|427|William Dick School|0|1662.0|0.0|0.1767448856799037
Robbery|428|Samuel Gompers School|0|1044.0|0.0|0.35320881226053635
Robbery|430|Edward Heston School|2|1587.0|0.0315059861373661|0.779773156899811
Robbery|432|Robert E. Lamberton School|0|1584.0|0.0|0.5879103535353536
Robbery|435|E. Washington Rhodes School|3|1740.0|0.04310344827586207|0.7112068965517242
Robbery|437|Overbrook School|0|714.0|0.0|0.13130252100840337
Robbery|438|Thomas M. Peirce School|0|1425.0|0.0|0.08333333333333333
Robbery|444|Dr. Ethel Allen School|2|1560.0|0.03205128205128205|0.7411858974358975
Robbery|446|Tanner G. Duckrey School|1|1905.0|0.013123359580052493|0.45931758530183725
Robbery|447|Richard R. Wright School|0|1065.0|0.0|0.6161971830985915
Robbery|448|Overbrook Educational Center|0|804.0|0.0|0.13215174129353233
Robbery|453|Edward Gideon School|0|858.0|0.0|0.34236596736596736
Robbery|456|William D. Kelley School|0|1197.0|0.0|0.3080618212197159
Robbery|457|General George G. Meade School|0|1152.0|0.0|0.341796875
Robbery|502|Thomas A. Edison High School|7|4212.0|0.04154795821462488|1.4482431149097816
Robbery|505|Philadelphia Military Academy|2|741.0|0.06747638326585695|0.6494601889338731
Robbery|506|Jules E. Mastbaum Area Vocational Technical High School|4|3020.0|0.033112582781456956|0.4470198675496688
Robbery|507|Parkway Northwest High School|2|738.0|0.06775067750677506|0.7791327913279132
Robbery|508|Parkway Center City High School|2|1674.0|0.02986857825567503|0.16801075268817203
Robbery|509|Parkway West High School|0|774.0|0.0|0.25032299741602065
Robbery|515|William W. Bodine High School|0|1539.0|0.0|0.21929824561403508
Robbery|516|Penn Treaty High School|18|2248.0|0.2001779359430605|3.3140569395017785
Robbery|517|Julia de Burgos School|0|2595.0|0.0|0.3227360308285164
Robbery|520|Alexander Adaire School|0|1029.0|0.0|0.2793974732750243
Robbery|521|Henry A. Brown School|0|1572.0|0.0|0.22264631043257
Robbery|523|Russell H. Conwell School|1|1239.0|0.020177562550443905|0.5700161420500404
Robbery|525|Paul L. Dunbar School|0|906.0|0.0|0.5242825607064018
Robbery|526|Lewis Elkin School|0|2598.0|0.0|0.24056966897613546
Robbery|530|Horatio B. Hackett School|0|1086.0|0.0|0.09783609576427256
Robbery|532|John F. Hartranft School|0|1560.0|0.0|0.4326923076923077
Robbery|533|William H. Hunter School|1|1581.0|0.015812776723592662|0.20161290322580644
Robbery|534|James R. Ludlow School|0|936.0|0.0|0.5542200854700855
Robbery|535|William McKinley School|1|1380.0|0.018115942028985508|0.3306159420289855
Robbery|537|John Moffet School|0|1035.0|0.0|0.20531400966183574
Robbery|539|Potter-Thomas School|0|1716.0|0.0|0.2148892773892774
Robbery|540|Richmond School|0|2019.0|0.0|0.16097077761267956
Robbery|541|Isaac A. Sheppard School|0|561.0|0.0|0.07798573975044563
Robbery|542|John Welsh School|0|1212.0|0.0|0.8508663366336634
Robbery|543|Alternative Middle Years at James Martin |0|1257.0|0.0|0.34307875894988066
Robbery|544|Frances E. Willard School|0|2214.0|0.0|0.17502258355916891
Robbery|547|William Cramp School|0|1545.0|0.0|0.39239482200647247
Robbery|548|General Philip Kearny School|0|1203.0|0.0|0.1142975893599335
Robbery|549|Cayuga School|0|1398.0|0.0|0.23247496423462088
Robbery|550|Thurgood Marshall School|0|2391.0|0.0|0.17774989544123798
Robbery|552|Kensington High School for Creative and Performing Arts|2|1515.0|0.033003300330033|0.6559405940594059
Robbery|553|Philip H. Sheridan School|0|2190.0|0.0|0.045662100456621
Robbery|555|Kensington Health Sciences Academy|1|1401.0|0.017844396859386154|0.4193433261955746
Robbery|556|Spring Garden School|0|834.0|0.0|0.16486810551558753
Robbery|559|John H. Webster School|0|2520.0|0.0|0.3125
Robbery|561|Building 21|0|696.0|0.0|0.8261494252873564
Robbery|562|The U School|0|472.0|0.0|0.8474576271186441
Robbery|566|The LINC|0|476.0|0.0|0.9453781512605042
Robbery|568|Honorable Luis Munoz-Marin School|1|2564.0|0.009750390015600624|0.484269370774831
Robbery|601|Central High School|7|9260.0|0.018898488120950324|0.09539236861051116
Robbery|603|Roxborough High School|10|2496.0|0.10016025641025642|1.0984241452991452
Robbery|604|Walter B. Saul High School|0|1650.0|0.0|0.125
Robbery|605|Philadelphia High School for Girls|2|3039.0|0.016452780519907863|0.1336788417242514
Robbery|606|Martin Luther King High School|17|3552.0|0.1196509009009009|1.0721659159159158
Robbery|609|A. Philip Randolph Career and Technical High School|4|2072.0|0.04826254826254826|0.7641570141570142
Robbery|620|Anna B. Day School|0|1539.0|0.0|0.22335932423651722
Robbery|621|Franklin S. Edmonds School|0|1548.0|0.0|0.39970930232558144
Robbery|622|Eleanor C. Emlen School|0|1254.0|0.0|0.194377990430622
Robbery|623|Fitler Academics Plus School|0|750.0|0.0|0.13333333333333333
Robbery|625|Charles W. Henry School|0|1437.0|0.0|0.2740083507306889
Robbery|626|Henry H. Houston School|1|1548.0|0.01614987080103359|0.5598621877691645
Robbery|627|Jenks Academy for Arts and Sciences|0|1434.0|0.0|0.10460251046025104
Robbery|630|James Logan School|0|978.0|0.0|0.07029652351738241
Robbery|631|John F. McCloskey School|0|1563.0|0.0|0.19193857965451055
Robbery|632|Thomas Mifflin School|0|900.0|0.0|0.2361111111111111
Robbery|634|Joseph Pennell School|0|1221.0|0.0|0.342956592956593
Robbery|635|Samuel Pennypacker School|0|1185.0|0.0|0.36919831223628696
Robbery|636|Theodore Roosevelt School|1|1743.0|0.01434308663224326|1.606425702811245
Robbery|638|Shawmont School|0|1503.0|0.0|0.19544244843646041
Robbery|639|Edward T. Steel School|0|1776.0|0.0|0.5243524774774775
Robbery|641|Cook-Wissahickon School|0|1380.0|0.0|0.05434782608695653
Robbery|644|Anna L. Lingelbach School|0|1377.0|0.0|0.1679375453885258
Robbery|645|James Dobson School|0|867.0|0.0|0.2883506343713956
Robbery|646|Hill-Freedman World Academy|4|1974.0|0.05065856129685917|0.39260385005065856
Robbery|647|John B. Kelly School|0|1998.0|0.0|0.24712212212212212
Robbery|648|Academy for the Middle Years at Northwest|1|1252.0|0.019968051118210862|0.3261448349307774
Robbery|654|Lankenau High School|1|1056.0|0.023674242424242424|0.21898674242424243
Robbery|701|Frankford High School|21|4352.0|0.12063419117647059|1.0608149509803921
Robbery|710|Jay Cooke School|3|1888.0|0.03972457627118644|1.0063559322033897
Robbery|711|Warren G. Harding School|9|2836.0|0.07933709449929478|2.142101551480959
Robbery|712|Samuel Fels High School|23|3952.0|0.14549595141700405|1.4465249662618085
Robbery|713|General Louis Wagner School|3|2084.0|0.03598848368522073|0.7077735124760076
Robbery|715|Juniata Park Academy|0|3567.0|0.0|0.15243902439024393
Robbery|720|Clara Barton School|0|2271.0|0.0|0.11008366358432409
Robbery|722|Laura H. Carnell School|2|3892.0|0.012846865364850977|0.32331277834874955
Robbery|726|Ellwood School|0|945.0|0.0|0.291005291005291
Robbery|727|Thomas K. Finletter School|0|2232.0|0.0|0.28001792114695345
Robbery|728|Benjamin Franklin School|4|3936.0|0.02540650406504065|0.5441226287262872
Robbery|729|Allen M. Stearne School|1|1689.0|0.014801657785671996|0.2997335701598579
Robbery|730|Francis Hopkinson School|0|2760.0|0.0|0.18115942028985507
Robbery|731|Feltonville Intermediate School|0|2316.0|0.0|0.12953367875647667
Robbery|732|Julia W. Howe School|0|732.0|0.0|0.2561475409836066
Robbery|733|Henry W. Lawton School|0|2274.0|0.0|0.054969217238346524
Robbery|735|James R. Lowell School|0|2298.0|0.0|0.07615317667536989
Robbery|736|John Marshall School|0|1275.0|0.0|0.2254901960784314
Robbery|737|Grover Washington, Jr. School|3|2164.0|0.03465804066543438|0.7971349353049908
Robbery|738|Alexander K. McClure School|2|1890.0|0.026455026455026454|0.18518518518518517
Robbery|739|Andrew J. Morrison School|0|2169.0|0.0|0.34578146611341637
Robbery|740|Olney School|0|2508.0|0.0|0.19936204146730463
Robbery|743|James J. Sullivan School|0|2292.0|0.0|0.2045157068062827
Robbery|744|Bayard Taylor School|0|1680.0|0.0|0.17113095238095238
Robbery|746|William H. Ziegler School|0|1629.0|0.0|0.2532228360957643
Robbery|747|Bridesburg School|0|2382.0|0.0|0.0813392107472712
Robbery|749|Prince Hall School|0|1722.0|0.0|0.18147502903600465
Robbery|750|Feltonville School of Arts and Sciences|3|1665.0|0.04504504504504504|0.6906906906906907
Robbery|751|Mary M. Bethune School|0|2163.0|0.0|0.19359685621821543
Robbery|753|William Rowen School|0|1485.0|0.0|0.18097643097643099
Robbery|773|Roberto Clemente School|2|1964.0|0.025458248472505093|1.3789884589273589
Robbery|801|Abraham Lincoln High School|12|6108.0|0.04911591355599214|0.8063195808775377
Robbery|802|Northeast High School|23|13544.0|0.0424542232722977|0.3242518212246505
Robbery|803|George Washington High School|12|5256.0|0.05707762557077625|1.079718417047184
Robbery|804|Arts Academy at Benjamin Rush|1|1818.0|0.013751375137513752|0.26127612761276126
Robbery|809|Swenson Arts and Technology High School|3|2004.0|0.0374251497005988|0.33994510978043907
Robbery|812|Woodrow Wilson School|11|5196.0|0.052925327174749806|0.5645368231973313
Robbery|814|Austin Meehan School|2|2312.0|0.02162629757785467|0.8290080738177623
Robbery|816|Baldi School|0|4137.0|0.0|0.1435218757553783
Robbery|820|Ethan Allen School |0|2835.0|0.0|0.2160493827160494
Robbery|821|Joseph H. Brown School|0|1743.0|0.0|0.08605851979345956
Robbery|823|Kennedy C. Crossan School|0|1125.0|0.0|0.022222222222222223
Robbery|824|Hamilton Disston School|1|2640.0|0.00946969696969697|0.23910984848484845
Robbery|825|Edwin Forrest School|0|3558.0|0.0|0.0439151208544126
Robbery|826|Fox Chase School|0|1455.0|0.0|0.01718213058419244
Robbery|827|Thomas Holme School|1|1710.0|0.014619883040935672|0.1388888888888889
Robbery|830|Mayfair School|1|4263.0|0.005864414731409805|0.2682969739619986
Robbery|831|J. Hampton Moore School|0|3504.0|0.0|0.05707762557077625
Robbery|834|Solomon Solis-Cohen School|0|3663.0|0.0|0.0836063336063336
Robbery|835|Gilbert Spruance School|0|4512.0|0.0|0.1592974290780142
Robbery|836|Rhawnhurst School|0|1821.0|0.0|0.02402526084568918
Robbery|837|Watson Comly School|0|1473.0|0.0|0.22063815342837748
Robbery|838|Louis H. Farrell School|1|3264.0|0.007659313725490196|0.06127450980392157
Robbery|839|A.L. Fitzpatrick School|0|2490.0|0.0|0.21084337349397592
Robbery|840|Anne Frank School|0|3852.0|0.0|0.02109293873312565
Robbery|841|Robert B. Pollock School|0|1989.0|0.0|0.16654097536450477
Robbery|842|Stephen Decatur School|0|3087.0|0.0|0.04859086491739553
Robbery|843|Joseph Greenberg School|0|2259.0|0.0|0.03873395307658256
Robbery|844|William H. Loesche School|0|2307.0|0.0|0.10294755093194627
Robbery|856|The Workshop School|0|690.0|0.0|0.10869565217391305
Suicide|101|John Bartram High School|0|1202.0|0.0|1.528702163061564
Suicide|102|West Philadelphia High School|0|966.0|0.0|1.125776397515528
Suicide|103|High School of the Future|0|952.0|0.0|1.4136904761904763
Suicide|105|Paul Robeson High School for Human Services|0|594.0|0.0|0.14029180695847365
Suicide|110|William L. Sayre High School|1|984.0|0.02540650406504065|1.4524051490514904
Suicide|113|William T. Tilden School|2|726.0|0.06887052341597796|1.7791551882460972
Suicide|119|Motivation High School|0|774.0|0.0|0.45757967269595173
Suicide|120|John Barry School|0|1388.0|0.0|0.7504803073967339
Suicide|123|William C. Bryant School|1|806.0|0.031017369727047148|0.7030603804797354
Suicide|125|Joseph W. Catharine School|0|1134.0|0.0|0.09185773074661963
Suicide|126|Benjamin B. Comegys School|0|1032.0|0.0|0.5612080103359173
Suicide|128|Sadie Alexander School|0|1138.0|0.0|0.0
Suicide|129|Andrew Hamilton School|0|1174.0|0.0|0.5110732538330494
Suicide|130|Avery D. Harrington School|1|986.0|0.02535496957403651|0.5620351588911427
Suicide|134|Henry C. Lea School|0|1052.0|0.0|0.5584600760456274
Suicide|135|William C. Longstreth School|0|996.0|0.0|0.3137550200803213
Suicide|136|Morton McMichael School|0|800.0|0.0|0.3541666666666667
Suicide|137|S. Weir Mitchell School|1|1122.0|0.022281639928698752|1.036096256684492
Suicide|138|Thomas G. Morton School|3|1266.0|0.05924170616113744|0.2665876777251185
Suicide|139|Samuel Powel School|0|568.0|0.0|0.029342723004694836
Suicide|140|John M. Patterson School|0|1286.0|0.0|0.09072058061171592
Suicide|141|James Rhoads School|1|1126.0|0.022202486678507993|0.6660746003552398
Suicide|142|Martha Washington School|0|810.0|0.0|0.4012345679012346
Suicide|144|Penrose School|0|1180.0|0.0|0.4555084745762712
Suicide|146|Add B. Anderson School|0|940.0|0.0|0.4166666666666667
Suicide|147|Alain Locke School|1|894.0|0.02796420581655481|0.5686055182699479
Suicide|149|Rudolph Blankenburg School|1|976.0|0.025614754098360656|0.8410177595628416
Suicide|158|Middle Years Alternative School|2|510.0|0.09803921568627451|0.5228758169934641
Suicide|200|South Philadelphia High School|0|1222.0|0.0|0.8899345335515548
Suicide|201|Benjamin Franklin High School|0|1094.0|0.0|1.8395795246800732
Suicide|202|High School for Creative and Performing Arts School|0|1386.0|0.0|0.2074314574314574
Suicide|214|Julia R. Masterman School|0|2382.0|0.0|0.22739994402462918
Suicide|216|Furness High School|0|1384.0|0.0|0.460621387283237
Suicide|219|D. Newlin Fell School|1|1152.0|0.021701388888888888|0.19169560185185186
Suicide|221|Bache-Martin School|2|958.0|0.05219206680584551|0.48277661795407095
Suicide|224|F. Amedee Bregy School|0|694.0|0.0|0.516330451488953
Suicide|226|George W. Childs School|0|1108.0|0.0|0.34220818291215405
Suicide|229|Franklin Learning Center|2|1742.0|0.02870264064293915|0.2463643321852277
Suicide|232|Stephen Girard School|0|1210.0|0.0|0.26859504132231404
Suicide|234|General George A. McCall School|0|1432.0|0.0|0.023277467411545624
Suicide|237|Delaplaine McDaniel School|0|1206.0|0.0|0.6115257048092869
Suicide|238|William M. Meredith School|0|1228.0|0.0|0.04071661237785017
Suicide|239|Robert Morris School|1|590.0|0.0423728813559322|0.9039548022598871
Suicide|241|Girard Academic Music Program|0|1144.0|0.0|0.34965034965034963
Suicide|245|Edwin M. Stanton School|3|522.0|0.14367816091954022|0.6305874840357598
Suicide|247|Albert M. Greenfield School|0|1244.0|0.0|0.08038585209003216
Suicide|248|Chester A. Arthur School|2|502.0|0.099601593625498|0.5312084993359893
Suicide|249|Laura W. Waring School|1|642.0|0.03894080996884735|0.18821391484942887
Suicide|251|Andrew Jackson School|0|1132.0|0.0|0.10674322732626619
Suicide|252|Abram S. Jenks School|0|616.0|0.0|0.0
Suicide|254|Francis S. Key School|0|934.0|0.0|0.07137758743754462
Suicide|258|Eliza B. Kirkbride School|0|1108.0|0.0|0.06392900120336943
Suicide|259|George W. Nebinger School|0|730.0|0.0|0.23401826484018262
Suicide|262|Academy at Palumbo|0|1806.0|0.0|0.1522702104097453
Suicide|263|George W. Sharswood School|0|1146.0|0.0|0.21087841768470042
Suicide|264|Southwark School|4|1482.0|0.06747638326585695|0.5904183535762483
Suicide|265|Science Leadership Academy|1|984.0|0.02540650406504065|0.2625338753387534
Suicide|267|Constitution High School|2|744.0|0.06720430107526881|0.3584229390681004
Suicide|268|The Science Leadership Academy at Beeber|0|476.0|0.0|0.0350140056022409
Suicide|269|John H. Taggart School|0|898.0|0.0|0.09279881217520415
Suicide|272|Vare-Washington School|2|726.0|0.06887052341597796|0.5165289256198348
Suicide|402|Overbrook High School|1|1146.0|0.02181500872600349|1.7488365328679465
Suicide|403|High School of Engineering and Science|0|1802.0|0.0|0.24972253052164264
Suicide|406|Murrell Dobbins Career and Technical High School|0|1220.0|0.0|0.9050546448087432
Suicide|414|Strawberry Mansion High School|0|624.0|0.0|1.542467948717949
Suicide|422|James G. Blaine School|0|928.0|0.0|0.525323275862069
Suicide|424|Lewis C. Cassidy Academics Plus School|0|954.0|0.0|0.3712438853948288
Suicide|427|William Dick School|0|1108.0|0.0|0.1767448856799037
Suicide|428|Samuel Gompers School|1|696.0|0.035919540229885055|0.35320881226053635
Suicide|430|Edward Heston School|4|1058.0|0.0945179584120983|0.779773156899811
Suicide|432|Robert E. Lamberton School|1|1056.0|0.023674242424242424|0.5879103535353536
Suicide|435|E. Washington Rhodes School|0|1160.0|0.0|0.7112068965517242
Suicide|437|Overbrook School|1|476.0|0.052521008403361345|0.13130252100840337
Suicide|438|Thomas M. Peirce School|0|950.0|0.0|0.08333333333333333
Suicide|444|Dr. Ethel Allen School|0|1040.0|0.0|0.7411858974358975
Suicide|446|Tanner G. Duckrey School|0|1270.0|0.0|0.45931758530183725
Suicide|447|Richard R. Wright School|2|710.0|0.07042253521126761|0.6161971830985915
Suicide|448|Overbrook Educational Center|0|536.0|0.0|0.13215174129353233
Suicide|453|Edward Gideon School|0|572.0|0.0|0.34236596736596736
Suicide|456|William D. Kelley School|1|798.0|0.03132832080200501|0.3080618212197159
Suicide|457|General George G. Meade School|0|768.0|0.0|0.341796875
Suicide|502|Thomas A. Edison High School|2|2106.0|0.023741690408357077|1.4482431149097816
Suicide|505|Philadelphia Military Academy|0|494.0|0.0|0.6494601889338731
Suicide|506|Jules E. Mastbaum Area Vocational Technical High School|0|1510.0|0.0|0.4470198675496688
Suicide|507|Parkway Northwest High School|0|492.0|0.0|0.7791327913279132
Suicide|508|Parkway Center City High School|0|1116.0|0.0|0.16801075268817203
Suicide|509|Parkway West High School|0|516.0|0.0|0.25032299741602065
Suicide|515|William W. Bodine High School|0|1026.0|0.0|0.21929824561403508
Suicide|516|Penn Treaty High School|4|1124.0|0.08896797153024912|3.3140569395017785
Suicide|517|Julia de Burgos School|0|1730.0|0.0|0.3227360308285164
Suicide|520|Alexander Adaire School|0|686.0|0.0|0.2793974732750243
Suicide|521|Henry A. Brown School|0|1048.0|0.0|0.22264631043257
Suicide|523|Russell H. Conwell School|0|826.0|0.0|0.5700161420500404
Suicide|525|Paul L. Dunbar School|0|604.0|0.0|0.5242825607064018
Suicide|526|Lewis Elkin School|0|1732.0|0.0|0.24056966897613546
Suicide|530|Horatio B. Hackett School|1|724.0|0.034530386740331494|0.09783609576427256
Suicide|532|John F. Hartranft School|0|1040.0|0.0|0.4326923076923077
Suicide|533|William H. Hunter School|0|1054.0|0.0|0.20161290322580644
Suicide|534|James R. Ludlow School|0|624.0|0.0|0.5542200854700855
