,School_Code,School Name_x,Cohort,Subgroup,Students,Grads,Rate,Governance,Unnamed: 8,Unnamed: 9,Unnamed: 10,Test Name,Subject,School Name_y,Learning Network,Grade,Category,"Number
Tested",Below Basic Count #,Below Basic Percent %,Basic Count #,Basic Percent %,Proficient Count #,Proficient Basic Percent %,Advanced Count #,Advanced Percent %,Prof and Adv Count #,Prof and Adv. Percent %,Average Score,Average Score2
0,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,IEP,53,22,42%,District,,,,Keystone,Algebra 1,John Bartram High School,NEIGHBORHOOD NETWORK 1,11,IEP,31,23,74%,8,26%,0,0%,0,0%,0,0%,0.314516129,1.258064508
1,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,IEP,53,22,42%,District,,,,Keystone,Algebra 1,John Bartram High School,NEIGHBORHOOD NETWORK 1,11,Not IEP,63,30,48%,27,43%,6,10%,0,0%,6,10%,0.404761905,1.619047634
2,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,IEP,53,22,42%,District,,,,Keystone,Biology,John Bartram High School,NEIGHBORHOOD NETWORK 1,11,IEP,28,24,86%,4,14%,0,0%,0,0%,0,0%,0.285714286,1.142857164
3,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,IEP,53,22,42%,District,,,,Keystone,Biology,John Bartram High School,NEIGHBORHOOD NETWORK 1,11,Not IEP,61,40,66%,16,26%,5,8%,0,0%,5,8%,0.356557377,1.42622947
4,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,IEP,53,22,42%,District,,,,Keystone,Literature,John Bartram High School,NEIGHBORHOOD NETWORK 1,11,IEP,28,20,71%,8,29%,0,0%,0,0%,0,0%,0.321428571,1.285714328
5,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,IEP,53,22,42%,District,,,,Keystone,Literature,John Bartram High School,NEIGHBORHOOD NETWORK 1,11,Not IEP,58,13,22%,33,57%,12,21%,0,0%,12,21%,0.495689655,1.982758597
6,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,IEP,53,22,42%,District,,,,PSSA,ELA,John Bartram High School,NEIGHBORHOOD NETWORK 1,11,IEP,8,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
7,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,IEP,53,22,42%,District,,,,PSSA,ELA,John Bartram High School,NEIGHBORHOOD NETWORK 1,All Grades,IEP,8,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
8,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,IEP,53,22,42%,District,,,,PSSA,Math,John Bartram High School,NEIGHBORHOOD NETWORK 1,11,IEP,8,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
9,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,IEP,53,22,42%,District,,,,PSSA,Math,John Bartram High School,NEIGHBORHOOD NETWORK 1,All Grades,IEP,8,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
10,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,IEP,53,22,42%,District,,,,PSSA,Science,John Bartram High School,NEIGHBORHOOD NETWORK 1,11,IEP,1,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
11,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,IEP,53,22,42%,District,,,,PSSA,Science,John Bartram High School,NEIGHBORHOOD NETWORK 1,All Grades,IEP,1,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
12,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,Not IEP,164,104,63%,District,,,,Keystone,Algebra 1,John Bartram High School,NEIGHBORHOOD NETWORK 1,11,IEP,31,23,74%,8,26%,0,0%,0,0%,0,0%,0.314516129,1.258064508
13,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,Not IEP,164,104,63%,District,,,,Keystone,Algebra 1,John Bartram High School,NEIGHBORHOOD NETWORK 1,11,Not IEP,63,30,48%,27,43%,6,10%,0,0%,6,10%,0.404761905,1.619047634
14,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,Not IEP,164,104,63%,District,,,,Keystone,Biology,John Bartram High School,NEIGHBORHOOD NETWORK 1,11,IEP,28,24,86%,4,14%,0,0%,0,0%,0,0%,0.285714286,1.142857164
15,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,Not IEP,164,104,63%,District,,,,Keystone,Biology,John Bartram High School,NEIGHBORHOOD NETWORK 1,11,Not IEP,61,40,66%,16,26%,5,8%,0,0%,5,8%,0.356557377,1.42622947
16,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,Not IEP,164,104,63%,District,,,,Keystone,Literature,John Bartram High School,NEIGHBORHOOD NETWORK 1,11,IEP,28,20,71%,8,29%,0,0%,0,0%,0,0%,0.321428571,1.285714328
17,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,Not IEP,164,104,63%,District,,,,Keystone,Literature,John Bartram High School,NEIGHBORHOOD NETWORK 1,11,Not IEP,58,13,22%,33,57%,12,21%,0,0%,12,21%,0.495689655,1.982758597
18,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,Not IEP,164,104,63%,District,,,,PSSA,ELA,John Bartram High School,NEIGHBORHOOD NETWORK 1,11,IEP,8,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
19,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,Not IEP,164,104,63%,District,,,,PSSA,ELA,John Bartram High School,NEIGHBORHOOD NETWORK 1,All Grades,IEP,8,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
20,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,Not IEP,164,104,63%,District,,,,PSSA,Math,John Bartram High School,NEIGHBORHOOD NETWORK 1,11,IEP,8,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
21,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,Not IEP,164,104,63%,District,,,,PSSA,Math,John Bartram High School,NEIGHBORHOOD NETWORK 1,All Grades,IEP,8,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
22,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,Not IEP,164,104,63%,District,,,,PSSA,Science,John Bartram High School,NEIGHBORHOOD NETWORK 1,11,IEP,1,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
23,101,JOHN BARTRAM HIGH SCHOOL,2013-2014,Not IEP,164,104,63%,District,,,,PSSA,Science,John Bartram High School,NEIGHBORHOOD NETWORK 1,All Grades,IEP,1,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
24,102,WEST PHILADELPHIA HIGH SCHOOL,2013-2014,IEP,34,15,44%,District,,,,Keystone,Algebra 1,West Philadelphia High School,TURNAROUND NETWORK,11,IEP,18,9,50%,9,50%,0,0%,0,0%,0,0%,0.375,1.5
25,102,WEST PHILADELPHIA HIGH SCHOOL,2013-2014,IEP,34,15,44%,District,,,,Keystone,Algebra 1,West Philadelphia High School,TURNAROUND NETWORK,11,Not IEP,49,10,20%,25,51%,13,27%,1,2%,14,29%,0.525510204,2.10204079
26,102,WEST PHILADELPHIA HIGH SCHOOL,2013-2014,IEP,34,15,44%,District,,,,Keystone,Biology,West Philadelphia High School,TURNAROUND NETWORK,11,IEP,18,13,72%,5,28%,0,0%,0,0%,0,0%,0.319444444,1.277777791
27,102,WEST PHILADELPHIA HIGH SCHOOL,2013-2014,IEP,34,15,44%,District,,,,Keystone,Biology,West Philadelphia High School,TURNAROUND NETWORK,11,Not IEP,47,17,36%,21,45%,9,19%,0,0%,9,19%,0.457446809,1.829787254
28,102,WEST PHILADELPHIA HIGH SCHOOL,2013-2014,IEP,34,15,44%,District,,,,Keystone,Literature,West Philadelphia High School,TURNAROUND NETWORK,11,IEP,18,10,56%,6,33%,2,11%,0,0%,2,11%,0.388888889,1.555555604
29,102,WEST PHILADELPHIA HIGH SCHOOL,2013-2014,IEP,34,15,44%,District,,,,Keystone,Literature,West Philadelphia High School,TURNAROUND NETWORK,11,Not IEP,47,8,17%,16,34%,23,49%,0,0%,23,49%,0.579787234,2.319148913
30,102,WEST PHILADELPHIA HIGH SCHOOL,2013-2014,IEP,34,15,44%,District,,,,PSSA,ELA,West Philadelphia High School,TURNAROUND NETWORK,11,IEP,7,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
31,102,WEST PHILADELPHIA HIGH SCHOOL,2013-2014,IEP,34,15,44%,District,,,,PSSA,ELA,West Philadelphia High School,TURNAROUND NETWORK,All Grades,IEP,7,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
32,102,WEST PHILADELPHIA HIGH SCHOOL,2013-2014,IEP,34,15,44%,District,,,,PSSA,Math,West Philadelphia High School,TURNAROUND NETWORK,11,IEP,7,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
33,102,WEST PHILADELPHIA HIGH SCHOOL,2013-2014,IEP,34,15,44%,District,,,,PSSA,Math,West Philadelphia High School,TURNAROUND NETWORK,All Grades,IEP,7,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
34,102,WEST PHILADELPHIA HIGH SCHOOL,2013-2014,Not IEP,84,61,73%,District,,,,Keystone,Algebra 1,West Philadelphia High School,TURNAROUND NETWORK,11,IEP,18,9,50%,9,50%,0,0%,0,0%,0,0%,0.375,1.5
35,102,WEST PHILADELPHIA HIGH SCHOOL,2013-2014,Not IEP,84,61,73%,District,,,,Keystone,Algebra 1,West Philadelphia High School,TURNAROUND NETWORK,11,Not IEP,49,10,20%,25,51%,13,27%,1,2%,14,29%,0.525510204,2.10204079
36,102,WEST PHILADELPHIA HIGH SCHOOL,2013-2014,Not IEP,84,61,73%,District,,,,Keystone,Biology,West Philadelphia High School,TURNAROUND NETWORK,11,IEP,18,13,72%,5,28%,0,0%,0,0%,0,0%,0.319444444,1.277777791
37,102,WEST PHILADELPHIA HIGH SCHOOL,2013-2014,Not IEP,84,61,73%,District,,,,Keystone,Biology,West Philadelphia High School,TURNAROUND NETWORK,11,Not IEP,47,17,36%,21,45%,9,19%,0,0%,9,19%,0.457446809,1.829787254
38,102,WEST PHILADELPHIA HIGH SCHOOL,2013-2014,Not IEP,84,61,73%,District,,,,Keystone,Literature,West Philadelphia High School,TURNAROUND NETWORK,11,IEP,18,10,56%,6,33%,2,11%,0,0%,2,11%,0.388888889,1.555555604
39,102,WEST PHILADELPHIA HIGH SCHOOL,2013-2014,Not IEP,84,61,73%,District,,,,Keystone,Literature,West Philadelphia High School,TURNAROUND NETWORK,11,Not IEP,47,8,17%,16,34%,23,49%,0,0%,23,49%,0.579787234,2.319148913
40,102,WEST PHILADELPHIA HIGH SCHOOL,2013-2014,Not IEP,84,61,73%,District,,,,PSSA,ELA,West Philadelphia High School,TURNAROUND NETWORK,11,IEP,7,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
41,102,WEST PHILADELPHIA HIGH SCHOOL,2013-2014,Not IEP,84,61,73%,District,,,,PSSA,ELA,West Philadelphia High School,TURNAROUND NETWORK,All Grades,IEP,7,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
42,102,WEST PHILADELPHIA HIGH SCHOOL,2013-2014,Not IEP,84,61,73%,District,,,,PSSA,Math,West Philadelphia High School,TURNAROUND NETWORK,11,IEP,7,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
43,102,WEST PHILADELPHIA HIGH SCHOOL,2013-2014,Not IEP,84,61,73%,District,,,,PSSA,Math,West Philadelphia High School,TURNAROUND NETWORK,All Grades,IEP,7,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
44,103,HIGH SCHOOL OF THE FUTURE,2013-2014,IEP,22,11,50%,District,,,,Keystone,Algebra 1,High School of the Future,NEIGHBORHOOD NETWORK 2,11,IEP,10,6,60%,4,40%,0,0%,0,0%,0,0%,0.35,1.400000036
45,103,HIGH SCHOOL OF THE FUTURE,2013-2014,IEP,22,11,50%,District,,,,Keystone,Algebra 1,High School of the Future,NEIGHBORHOOD NETWORK 2,11,Not IEP,82,11,13%,53,65%,14,17%,4,5%,18,22%,0.533536585,2.134146303
46,103,HIGH SCHOOL OF THE FUTURE,2013-2014,IEP,22,11,50%,District,,,,Keystone,Biology,High School of the Future,NEIGHBORHOOD NETWORK 2,11,IEP,5,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
47,103,HIGH SCHOOL OF THE FUTURE,2013-2014,IEP,22,11,50%,District,,,,Keystone,Biology,High School of the Future,NEIGHBORHOOD NETWORK 2,11,Not IEP,70,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
48,103,HIGH SCHOOL OF THE FUTURE,2013-2014,IEP,22,11,50%,District,,,,Keystone,Literature,High School of the Future,NEIGHBORHOOD NETWORK 2,11,IEP,9,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
49,103,HIGH SCHOOL OF THE FUTURE,2013-2014,IEP,22,11,50%,District,,,,Keystone,Literature,High School of the Future,NEIGHBORHOOD NETWORK 2,11,Not IEP,77,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
50,103,HIGH SCHOOL OF THE FUTURE,2013-2014,IEP,22,11,50%,District,,,,PSSA,ELA,High School of the Future,NEIGHBORHOOD NETWORK 2,11,IEP,3,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
51,103,HIGH SCHOOL OF THE FUTURE,2013-2014,IEP,22,11,50%,District,,,,PSSA,ELA,High School of the Future,NEIGHBORHOOD NETWORK 2,All Grades,IEP,3,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
52,103,HIGH SCHOOL OF THE FUTURE,2013-2014,IEP,22,11,50%,District,,,,PSSA,Math,High School of the Future,NEIGHBORHOOD NETWORK 2,All Grades,IEP,3,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
53,103,HIGH SCHOOL OF THE FUTURE,2013-2014,IEP,22,11,50%,District,,,,PSSA,Math,High School of the Future,NEIGHBORHOOD NETWORK 2,11,IEP,3,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
54,103,HIGH SCHOOL OF THE FUTURE,2013-2014,IEP,22,11,50%,District,,,,PSSA,Science,High School of the Future,NEIGHBORHOOD NETWORK 2,11,IEP,3,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
55,103,HIGH SCHOOL OF THE FUTURE,2013-2014,IEP,22,11,50%,District,,,,PSSA,Science,High School of the Future,NEIGHBORHOOD NETWORK 2,All Grades,IEP,3,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
56,103,HIGH SCHOOL OF THE FUTURE,2013-2014,Not IEP,102,80,78%,District,,,,Keystone,Algebra 1,High School of the Future,NEIGHBORHOOD NETWORK 2,11,IEP,10,6,60%,4,40%,0,0%,0,0%,0,0%,0.35,1.400000036
57,103,HIGH SCHOOL OF THE FUTURE,2013-2014,Not IEP,102,80,78%,District,,,,Keystone,Algebra 1,High School of the Future,NEIGHBORHOOD NETWORK 2,11,Not IEP,82,11,13%,53,65%,14,17%,4,5%,18,22%,0.533536585,2.134146303
58,103,HIGH SCHOOL OF THE FUTURE,2013-2014,Not IEP,102,80,78%,District,,,,Keystone,Biology,High School of the Future,NEIGHBORHOOD NETWORK 2,11,IEP,5,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
59,103,HIGH SCHOOL OF THE FUTURE,2013-2014,Not IEP,102,80,78%,District,,,,Keystone,Biology,High School of the Future,NEIGHBORHOOD NETWORK 2,11,Not IEP,70,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
60,103,HIGH SCHOOL OF THE FUTURE,2013-2014,Not IEP,102,80,78%,District,,,,Keystone,Literature,High School of the Future,NEIGHBORHOOD NETWORK 2,11,IEP,9,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
61,103,HIGH SCHOOL OF THE FUTURE,2013-2014,Not IEP,102,80,78%,District,,,,Keystone,Literature,High School of the Future,NEIGHBORHOOD NETWORK 2,11,Not IEP,77,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
62,103,HIGH SCHOOL OF THE FUTURE,2013-2014,Not IEP,102,80,78%,District,,,,PSSA,ELA,High School of the Future,NEIGHBORHOOD NETWORK 2,11,IEP,3,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
63,103,HIGH SCHOOL OF THE FUTURE,2013-2014,Not IEP,102,80,78%,District,,,,PSSA,ELA,High School of the Future,NEIGHBORHOOD NETWORK 2,All Grades,IEP,3,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
64,103,HIGH SCHOOL OF THE FUTURE,2013-2014,Not IEP,102,80,78%,District,,,,PSSA,Math,High School of the Future,NEIGHBORHOOD NETWORK 2,All Grades,IEP,3,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
65,103,HIGH SCHOOL OF THE FUTURE,2013-2014,Not IEP,102,80,78%,District,,,,PSSA,Math,High School of the Future,NEIGHBORHOOD NETWORK 2,11,IEP,3,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
66,103,HIGH SCHOOL OF THE FUTURE,2013-2014,Not IEP,102,80,78%,District,,,,PSSA,Science,High School of the Future,NEIGHBORHOOD NETWORK 2,11,IEP,3,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
67,103,HIGH SCHOOL OF THE FUTURE,2013-2014,Not IEP,102,80,78%,District,,,,PSSA,Science,High School of the Future,NEIGHBORHOOD NETWORK 2,All Grades,IEP,3,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
68,105,PAUL ROBESON HIGH SCHOOL FOR HUMAN SERVICES,2013-2014,IEP,15,15,100%,District,,,,Keystone,Algebra 1,Paul Robeson High School for Human Services,NEIGHBORHOOD NETWORK 2,11,IEP,10,3,30%,6,60%,1,10%,0,0%,1,10%,0.45,1.800000064
69,105,PAUL ROBESON HIGH SCHOOL FOR HUMAN SERVICES,2013-2014,IEP,15,15,100%,District,,,,Keystone,Algebra 1,Paul Robeson High School for Human Services,NEIGHBORHOOD NETWORK 2,11,Not IEP,61,8,13%,40,66%,13,21%,0,0%,13,21%,0.520491803,2.08196719
70,105,PAUL ROBESON HIGH SCHOOL FOR HUMAN SERVICES,2013-2014,IEP,15,15,100%,District,,,,Keystone,Biology,Paul Robeson High School for Human Services,NEIGHBORHOOD NETWORK 2,11,IEP,10,6,60%,1,10%,3,30%,0,0%,3,30%,0.425,1.700000063
71,105,PAUL ROBESON HIGH SCHOOL FOR HUMAN SERVICES,2013-2014,IEP,15,15,100%,District,,,,Keystone,Biology,Paul Robeson High School for Human Services,NEIGHBORHOOD NETWORK 2,11,Not IEP,61,16,26%,25,41%,19,31%,1,2%,20,33%,0.520491803,2.08196713
72,105,PAUL ROBESON HIGH SCHOOL FOR HUMAN SERVICES,2013-2014,IEP,15,15,100%,District,,,,Keystone,Literature,Paul Robeson High School for Human Services,NEIGHBORHOOD NETWORK 2,11,IEP,10,5,50%,2,20%,3,30%,0,0%,3,30%,0.45,1.800000042
73,105,PAUL ROBESON HIGH SCHOOL FOR HUMAN SERVICES,2013-2014,IEP,15,15,100%,District,,,,Keystone,Literature,Paul Robeson High School for Human Services,NEIGHBORHOOD NETWORK 2,11,Not IEP,60,1,2%,26,43%,33,55%,0,0%,33,55%,0.633333333,2.533333378
74,105,PAUL ROBESON HIGH SCHOOL FOR HUMAN SERVICES,2013-2014,Not IEP,61,58,95%,District,,,,Keystone,Algebra 1,Paul Robeson High School for Human Services,NEIGHBORHOOD NETWORK 2,11,IEP,10,3,30%,6,60%,1,10%,0,0%,1,10%,0.45,1.800000064
75,105,PAUL ROBESON HIGH SCHOOL FOR HUMAN SERVICES,2013-2014,Not IEP,61,58,95%,District,,,,Keystone,Algebra 1,Paul Robeson High School for Human Services,NEIGHBORHOOD NETWORK 2,11,Not IEP,61,8,13%,40,66%,13,21%,0,0%,13,21%,0.520491803,2.08196719
76,105,PAUL ROBESON HIGH SCHOOL FOR HUMAN SERVICES,2013-2014,Not IEP,61,58,95%,District,,,,Keystone,Biology,Paul Robeson High School for Human Services,NEIGHBORHOOD NETWORK 2,11,IEP,10,6,60%,1,10%,3,30%,0,0%,3,30%,0.425,1.700000063
77,105,PAUL ROBESON HIGH SCHOOL FOR HUMAN SERVICES,2013-2014,Not IEP,61,58,95%,District,,,,Keystone,Biology,Paul Robeson High School for Human Services,NEIGHBORHOOD NETWORK 2,11,Not IEP,61,16,26%,25,41%,19,31%,1,2%,20,33%,0.520491803,2.08196713
78,105,PAUL ROBESON HIGH SCHOOL FOR HUMAN SERVICES,2013-2014,Not IEP,61,58,95%,District,,,,Keystone,Literature,Paul Robeson High School for Human Services,NEIGHBORHOOD NETWORK 2,11,IEP,10,5,50%,2,20%,3,30%,0,0%,3,30%,0.45,1.800000042
79,105,PAUL ROBESON HIGH SCHOOL FOR HUMAN SERVICES,2013-2014,Not IEP,61,58,95%,District,,,,Keystone,Literature,Paul Robeson High School for Human Services,NEIGHBORHOOD NETWORK 2,11,Not IEP,60,1,2%,26,43%,33,55%,0,0%,33,55%,0.633333333,2.533333378
80,110,WILLIAM L. SAYRE HIGH SCHOOL,2013-2014,IEP,40,16,40%,District,,,,Keystone,Algebra 1,William L. Sayre High School,NEIGHBORHOOD NETWORK 2,11,IEP,15,11,73%,4,27%,0,0%,0,0%,0,0%,0.316666667,1.26666671
81,110,WILLIAM L. SAYRE HIGH SCHOOL,2013-2014,IEP,40,16,40%,District,,,,Keystone,Algebra 1,William L. Sayre High School,NEIGHBORHOOD NETWORK 2,11,Not IEP,60,30,50%,27,45%,2,3%,1,2%,3,5%,0.391666667,1.566666652
82,110,WILLIAM L. SAYRE HIGH SCHOOL,2013-2014,IEP,40,16,40%,District,,,,Keystone,Biology,William L. Sayre High School,NEIGHBORHOOD NETWORK 2,11,IEP,9,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
83,110,WILLIAM L. SAYRE HIGH SCHOOL,2013-2014,IEP,40,16,40%,District,,,,Keystone,Biology,William L. Sayre High School,NEIGHBORHOOD NETWORK 2,11,Not IEP,56,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
84,110,WILLIAM L. SAYRE HIGH SCHOOL,2013-2014,IEP,40,16,40%,District,,,,Keystone,Literature,William L. Sayre High School,NEIGHBORHOOD NETWORK 2,11,IEP,12,12,100%,0,0%,0,0%,0,0%,0,0%,0.25,1
85,110,WILLIAM L. SAYRE HIGH SCHOOL,2013-2014,IEP,40,16,40%,District,,,,Keystone,Literature,William L. Sayre High School,NEIGHBORHOOD NETWORK 2,11,Not IEP,58,24,41%,25,43%,9,16%,0,0%,9,16%,0.435344828,1.741379291
86,110,WILLIAM L. SAYRE HIGH SCHOOL,2013-2014,Not IEP,109,63,58%,District,,,,Keystone,Algebra 1,William L. Sayre High School,NEIGHBORHOOD NETWORK 2,11,IEP,15,11,73%,4,27%,0,0%,0,0%,0,0%,0.316666667,1.26666671
87,110,WILLIAM L. SAYRE HIGH SCHOOL,2013-2014,Not IEP,109,63,58%,District,,,,Keystone,Algebra 1,William L. Sayre High School,NEIGHBORHOOD NETWORK 2,11,Not IEP,60,30,50%,27,45%,2,3%,1,2%,3,5%,0.391666667,1.566666652
88,110,WILLIAM L. SAYRE HIGH SCHOOL,2013-2014,Not IEP,109,63,58%,District,,,,Keystone,Biology,William L. Sayre High School,NEIGHBORHOOD NETWORK 2,11,IEP,9,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
89,110,WILLIAM L. SAYRE HIGH SCHOOL,2013-2014,Not IEP,109,63,58%,District,,,,Keystone,Biology,William L. Sayre High School,NEIGHBORHOOD NETWORK 2,11,Not IEP,56,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
90,110,WILLIAM L. SAYRE HIGH SCHOOL,2013-2014,Not IEP,109,63,58%,District,,,,Keystone,Literature,William L. Sayre High School,NEIGHBORHOOD NETWORK 2,11,IEP,12,12,100%,0,0%,0,0%,0,0%,0,0%,0.25,1
91,110,WILLIAM L. SAYRE HIGH SCHOOL,2013-2014,Not IEP,109,63,58%,District,,,,Keystone,Literature,William L. Sayre High School,NEIGHBORHOOD NETWORK 2,11,Not IEP,58,24,41%,25,43%,9,16%,0,0%,9,16%,0.435344828,1.741379291
92,119,MOTIVATION HIGH SCHOOL,2013-2014,IEP,5,s,s,District,,,,Keystone,Algebra 1,Motivation High School,AUTONOMY NETWORK,11,IEP,7,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
93,119,MOTIVATION HIGH SCHOOL,2013-2014,IEP,5,s,s,District,,,,Keystone,Algebra 1,Motivation High School,AUTONOMY NETWORK,11,Not IEP,79,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
94,119,MOTIVATION HIGH SCHOOL,2013-2014,IEP,5,s,s,District,,,,Keystone,Biology,Motivation High School,AUTONOMY NETWORK,11,IEP,6,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
95,119,MOTIVATION HIGH SCHOOL,2013-2014,IEP,5,s,s,District,,,,Keystone,Biology,Motivation High School,AUTONOMY NETWORK,11,Not IEP,78,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
96,119,MOTIVATION HIGH SCHOOL,2013-2014,IEP,5,s,s,District,,,,Keystone,Literature,Motivation High School,AUTONOMY NETWORK,11,IEP,7,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
97,119,MOTIVATION HIGH SCHOOL,2013-2014,IEP,5,s,s,District,,,,Keystone,Literature,Motivation High School,AUTONOMY NETWORK,11,Not IEP,80,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
98,119,MOTIVATION HIGH SCHOOL,2013-2014,Not IEP,65,s,s,District,,,,Keystone,Algebra 1,Motivation High School,AUTONOMY NETWORK,11,IEP,7,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
99,119,MOTIVATION HIGH SCHOOL,2013-2014,Not IEP,65,s,s,District,,,,Keystone,Algebra 1,Motivation High School,AUTONOMY NETWORK,11,Not IEP,79,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
100,119,MOTIVATION HIGH SCHOOL,2013-2014,Not IEP,65,s,s,District,,,,Keystone,Biology,Motivation High School,AUTONOMY NETWORK,11,IEP,6,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
101,119,MOTIVATION HIGH SCHOOL,2013-2014,Not IEP,65,s,s,District,,,,Keystone,Biology,Motivation High School,AUTONOMY NETWORK,11,Not IEP,78,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
102,119,MOTIVATION HIGH SCHOOL,2013-2014,Not IEP,65,s,s,District,,,,Keystone,Literature,Motivation High School,AUTONOMY NETWORK,11,IEP,7,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
103,119,MOTIVATION HIGH SCHOOL,2013-2014,Not IEP,65,s,s,District,,,,Keystone,Literature,Motivation High School,AUTONOMY NETWORK,11,Not IEP,80,s,s,s,s,s,s,s,s,s,s,#VALUE!,#VALUE!
104,200,SOUTH PHILADELPHIA HIGH SCHOOL,2013-2014,IEP,42,20,48%,District,,,,Keystone,Algebra 1,South Philadelphia High School,NEIGHBORHOOD NETWORK 1,11,IEP,24,18,75%,6,25%,0,0%,0,0%,0,0%,0.3125,1.25
105,200,SOUTH PHILADELPHIA HIGH SCHOOL,2013-2014,IEP,42,20,48%,District,,,,Keystone,Algebra 1,South Philadelphia High School,NEIGHBORHOOD NETWORK 1,11,Not IEP,63,21,33%,30,48%,12,19%,0,0%,12,19%,0.464285714,1.857142881
