INCIDENT_COUNT|INCIDENT_TYPE|SCHOOL_ID|SCHOOL_YEAR|School|Rpt Type Long|Governance|Grades Served|Enrollment|Incident_rate
0|Harassment|842|2013-2014|Stephen Decatur School|K8 School|District|'K-8'|1029.0|0.0
0|Take Off|559|2013-2014|John H. Webster School|Elementary School|District|'K-5'|840.0|0.0
2|Burglary|568|2013-2014|Honorable Luis Munoz-Marin School|K8 School|District|'K-8'|641.0|0.31201248049922
0|Burglary|623|2013-2014|Fitler Academics Plus School|K8 School|District|'K-8'|250.0|0.0
0|Morals Offenses|623|2013-2014|Fitler Academics Plus School|K8 School|District|'K-8'|250.0|0.0
2|Threat|634|2013-2014|Joseph Pennell School|Elementary School|District|'K-5'|407.0|0.4914004914004914
12|Disorderly Conduct|635|2013-2014|Samuel Pennypacker School|Elementary School|District|'K-6'|395.0|3.037974683544304
0|Suicide|639|2013-2014|Edward T. Steel School|K8 School|District|'K-8'|592.0|0.0
0|Robbery|710|2013-2014|Jay Cooke School|K8 School|District|'K-8'|472.0|0.0
0|Bullying|715|2013-2014|Juniata Park Academy|K8 School|District|'K-8'|1189.0|0.0
0|Bullying|550|2013-2014|Thurgood Marshall School|K8 School|District|'K-8'|797.0|0.0
0|Trespassing|224|2013-2014|F. Amedee Bregy School|K8 School|District|'K-8'|347.0|0.0
3|Morals Offenses|237|2013-2014|Delaplaine McDaniel School|K8 School|District|'K-8'|603.0|0.4975124378109453
13|Disorderly Conduct|245|2013-2014|Edwin M. Stanton School|K8 School|District|'K-8'|261.0|4.980842911877395
3|Weapons|245|2013-2014|Edwin M. Stanton School|K8 School|District|'K-8'|261.0|1.1494252873563218
0|Burglary|263|2013-2014|George W. Sharswood School|K8 School|District|'K-8'|573.0|0.0
1|Assaults|267|2013-2014|Constitution High School|High School|District|'9-12'|372.0|0.26881720430107525
1|Weapons|149|2013-2014|Rudolph Blankenburg School|K8 School|District|'K-8'|488.0|0.20491803278688525
0|Threat|158|2013-2014|Middle Years Alternative School|Middle School|District|'5-8'|255.0|0.0
0|Fire - Incendiary|568|2013-2014|Honorable Luis Munoz-Marin School|K8 School|District|'K-8'|641.0|0.0
3|Vandalism|568|2013-2014|Honorable Luis Munoz-Marin School|K8 School|District|'K-8'|641.0|0.46801872074882994
0|Bullying|621|2013-2014|Franklin S. Edmonds School|Elementary School|District|'K-6'|516.0|0.0
1|Weapons|621|2013-2014|Franklin S. Edmonds School|Elementary School|District|'K-6'|516.0|0.1937984496124031
0|Trespassing|623|2013-2014|Fitler Academics Plus School|K8 School|District|'K-8'|250.0|0.0
0|Suicide|630|2013-2014|James Logan School|Elementary School|District|'K-5'|326.0|0.0
0|Take Off|641|2013-2014|Cook-Wissahickon School|K8 School|District|'K-8'|460.0|0.0
2|Weapons|654|2013-2014|Lankenau High School|High School|District|'9-12'|352.0|0.5681818181818182
1|Fire - Incendiary|802|2013-2014|Northeast High School|High School|District|'9-12'|3386.0|0.029533372711163616
8|Disorderly Conduct|422|2013-2014|James G. Blaine School|K8 School|District|'K-8'|464.0|1.7241379310344827
2|Burglary|428|2013-2014|Samuel Gompers School|K8 School|District|'K-7'|348.0|0.5747126436781609
0|Burglary|812|2013-2014|Woodrow Wilson School|Middle School|District|'6-8'|1299.0|0.0
17|Assaults|814|2013-2014|Austin Meehan School|Middle School|District|'7-8'|578.0|2.9411764705882355
0|Burglary|820|2013-2014|Ethan Allen School |K8 School|District|'K-8'|945.0|0.0
0|Vandalism|821|2013-2014|Joseph H. Brown School|Elementary School|District|'K-6'|581.0|0.0
0|Burglary|842|2013-2014|Stephen Decatur School|K8 School|District|'K-8'|1029.0|0.0
0|Theft|843|2013-2014|Joseph Greenberg School|K8 School|District|'K-8'|753.0|0.0
0|Trespassing|216|2013-2014|Furness High School|High School|District|'9-12'|692.0|0.0
1|Assaults|219|2013-2014|D. Newlin Fell School|K8 School|District|'K-8'|576.0|0.1736111111111111
0|Suicide|232|2013-2014|Stephen Girard School|Elementary School|District|'K-4'|605.0|0.0
0|Burglary|239|2013-2014|Robert Morris School|K8 School|District|'K-8'|295.0|0.0
0|Drug And Alcohol Offenses|239|2013-2014|Robert Morris School|K8 School|District|'K-8'|295.0|0.0
0|Suicide|247|2013-2014|Albert M. Greenfield School|K8 School|District|'K-8'|622.0|0.0
0|Burglary|249|2013-2014|Laura W. Waring School|K8 School|District|'K-8'|321.0|0.0
0|Theft|251|2013-2014|Andrew Jackson School|K8 School|District|'K-8'|566.0|0.0
0|Trespassing|252|2013-2014|Abram S. Jenks School|Elementary School|District|'K-5'|308.0|0.0
0|Vandalism|252|2013-2014|Abram S. Jenks School|Elementary School|District|'K-5'|308.0|0.0
0|Threat|263|2013-2014|George W. Sharswood School|K8 School|District|'K-8'|573.0|0.0
0|Harassment|265|2013-2014|Science Leadership Academy|High School|District|'9-12'|492.0|0.0
9|Disorderly Conduct|272|2013-2014|Vare-Washington School|K8 School|District|'K-8'|363.0|2.479338842975207
0|Take Off|730|2013-2014|Francis Hopkinson School|K8 School|District|'K-8'|920.0|0.0
0|Robbery|738|2013-2014|Alexander K. McClure School|Elementary School|District|'K-5'|630.0|0.0
0|Fire - Incendiary|746|2013-2014|William H. Ziegler School|K8 School|District|'K-8'|543.0|0.0
0|Take Off|746|2013-2014|William H. Ziegler School|K8 School|District|'K-8'|543.0|0.0
0|Bullying|747|2013-2014|Bridesburg School|K8 School|District|'K-8'|794.0|0.0
0|Morals Offenses|747|2013-2014|Bridesburg School|K8 School|District|'K-8'|794.0|0.0
0|Trespassing|751|2013-2014|Mary M. Bethune School|K8 School|District|'K-8'|721.0|0.0
1|Weapons|821|2013-2014|Joseph H. Brown School|Elementary School|District|'K-6'|581.0|0.1721170395869191
0|Assaults|823|2013-2014|Kennedy C. Crossan School|Elementary School|District|'K-5'|375.0|0.0
0|Take Off|824|2013-2014|Hamilton Disston School|K8 School|District|'K-8'|880.0|0.0
0|Burglary|825|2013-2014|Edwin Forrest School|Elementary School|District|'K-6'|1186.0|0.0
0|Fire - Incendiary|825|2013-2014|Edwin Forrest School|Elementary School|District|'K-6'|1186.0|0.0
9|Threat|830|2013-2014|Mayfair School|K8 School|District|'K-8'|1421.0|0.633356790992259
0|Weapons|834|2013-2014|Solomon Solis-Cohen School|Elementary School|District|'K-5'|1221.0|0.0
0|Morals Offenses|835|2013-2014|Gilbert Spruance School|K8 School|District|'K-8'|1504.0|0.0
0|Suicide|838|2013-2014|Louis H. Farrell School|K8 School|District|'K-8'|1088.0|0.0
1|Bullying|841|2013-2014|Robert B. Pollock School|Elementary School|District|'K-6'|663.0|0.15082956259426847
0|Fire - Incendiary|841|2013-2014|Robert B. Pollock School|Elementary School|District|'K-6'|663.0|0.0
0|Robbery|844|2013-2014|William H. Loesche School|Elementary School|District|'K-5'|769.0|0.0
0|Drug And Alcohol Offenses|713|2013-2014|General Louis Wagner School|Middle School|District|'6-8'|521.0|0.0
0|Take Off|715|2013-2014|Juniata Park Academy|K8 School|District|'K-8'|1189.0|0.0
0|Take Off|604|2013-2014|Walter B. Saul High School|High School|District|'9-12'|550.0|0.0
2|Harassment|606|2013-2014|Martin Luther King High School|High School|District|'9-12'|888.0|0.22522522522522523
1|Threat|627|2013-2014|Jenks Academy for Arts and Sciences|K8 School|District|'K-8'|478.0|0.20920502092050208
1|Fire - Incendiary|630|2013-2014|James Logan School|Elementary School|District|'K-5'|326.0|0.3067484662576687
0|Harassment|635|2013-2014|Samuel Pennypacker School|Elementary School|District|'K-6'|395.0|0.0
0|Bullying|644|2013-2014|Anna L. Lingelbach School|K8 School|District|'K-8'|459.0|0.0
2|Drug And Alcohol Offenses|644|2013-2014|Anna L. Lingelbach School|K8 School|District|'K-8'|459.0|0.4357298474945534
0|Take Off|722|2013-2014|Laura H. Carnell School|Elementary School|District|'K-5'|973.0|0.0
3|Weapons|728|2013-2014|Benjamin Franklin School|K8 School|District|'K-8'|984.0|0.3048780487804878
0|Burglary|730|2013-2014|Francis Hopkinson School|K8 School|District|'K-8'|920.0|0.0
0|Harassment|730|2013-2014|Francis Hopkinson School|K8 School|District|'K-8'|920.0|0.0
0|Fire - Incendiary|732|2013-2014|Julia W. Howe School|Elementary School|District|'K-5'|244.0|0.0
4|Vandalism|743|2013-2014|James J. Sullivan School|Elementary School|District|'K-5'|764.0|0.5235602094240838
1|Weapons|747|2013-2014|Bridesburg School|K8 School|District|'K-8'|794.0|0.12594458438287154
0|Bullying|749|2013-2014|Prince Hall School|Elementary School|District|'K-5'|574.0|0.0
0|Morals Offenses|751|2013-2014|Mary M. Bethune School|K8 School|District|'K-8'|721.0|0.0
0|Harassment|802|2013-2014|Northeast High School|High School|District|'9-12'|3386.0|0.0
0|Bomb Scare|820|2013-2014|Ethan Allen School |K8 School|District|'K-8'|945.0|0.0
1|Suicide|821|2013-2014|Joseph H. Brown School|Elementary School|District|'K-6'|581.0|0.1721170395869191
0|Vandalism|837|2013-2014|Watson Comly School|Elementary School|District|'K-5'|491.0|0.0
0|Assaults|838|2013-2014|Louis H. Farrell School|K8 School|District|'K-8'|1088.0|0.0
0|Burglary|444|2013-2014|Dr. Ethel Allen School|K8 School|District|'K-8'|520.0|0.0
0|Bomb Scare|505|2013-2014|Philadelphia Military Academy|High School|District|'9-12'|247.0|0.0
0|Bullying|505|2013-2014|Philadelphia Military Academy|High School|District|'9-12'|247.0|0.0
1|Theft|508|2013-2014|Parkway Center City High School|High School|District|'9-12'|558.0|0.17921146953405018
0|Drug And Alcohol Offenses|530|2013-2014|Horatio B. Hackett School|Elementary School|District|'K-5'|362.0|0.0
0|Take Off|533|2013-2014|William H. Hunter School|K8 School|District|'K-8'|527.0|0.0
1|Drug And Alcohol Offenses|534|2013-2014|James R. Ludlow School|K8 School|District|'K-8'|312.0|0.32051282051282054
1|Threat|537|2013-2014|John Moffet School|Elementary School|District|'K-5'|345.0|0.2898550724637681
0|Bomb Scare|540|2013-2014|Richmond School|Elementary School|District|'K-5'|673.0|0.0
0|Theft|553|2013-2014|Philip H. Sheridan School|Elementary School|District|'K-4'|730.0|0.0
28|Disorderly Conduct|559|2013-2014|John H. Webster School|Elementary School|District|'K-5'|840.0|3.3333333333333335
2|Theft|568|2013-2014|Honorable Luis Munoz-Marin School|K8 School|District|'K-8'|641.0|0.31201248049922
10|Theft|101|2013-2014|John Bartram High School|High School|District|'9-12'|601.0|1.663893510815308
0|Threat|105|2013-2014|Paul Robeson High School for Human Services|High School|District|'9-12'|297.0|0.0
5|Theft|110|2013-2014|William L. Sayre High School|High School|District|'9-12'|492.0|1.016260162601626
0|Harassment|119|2013-2014|Motivation High School|High School|District|'9-12'|387.0|0.0
0|Bullying|125|2013-2014|Joseph W. Catharine School|Elementary School|District|'K-5'|567.0|0.0
1|Bullying|141|2013-2014|James Rhoads School|K8 School|District|'K-8'|563.0|0.17761989342806395
0|Suicide|142|2013-2014|Martha Washington School|K8 School|District|'K-8'|405.0|0.0
0|Morals Offenses|507|2013-2014|Parkway Northwest High School|High School|District|'9-12'|246.0|0.0
0|Suicide|520|2013-2014|Alexander Adaire School|K8 School|District|'K-8'|343.0|0.0
0|Bullying|523|2013-2014|Russell H. Conwell School|Middle School|District|'5-8'|413.0|0.0
0|Robbery|523|2013-2014|Russell H. Conwell School|Middle School|District|'5-8'|413.0|0.0
0|Bullying|533|2013-2014|William H. Hunter School|K8 School|District|'K-8'|527.0|0.0
1|Robbery|533|2013-2014|William H. Hunter School|K8 School|District|'K-8'|527.0|0.18975332068311196
0|Bomb Scare|544|2013-2014|Frances E. Willard School|Elementary School|District|'K-4'|738.0|0.0
0|Bullying|544|2013-2014|Frances E. Willard School|Elementary School|District|'K-4'|738.0|0.0
0|Take Off|547|2013-2014|William Cramp School|Elementary School|District|'K-5'|515.0|0.0
0|Take Off|553|2013-2014|Philip H. Sheridan School|Elementary School|District|'K-4'|730.0|0.0
3|Drug And Alcohol Offenses|555|2013-2014|Kensington Health Sciences Academy|High School|District|'9-12'|467.0|0.6423982869379015
0|Vandalism|555|2013-2014|Kensington Health Sciences Academy|High School|District|'9-12'|467.0|0.0
1|Morals Offenses|605|2013-2014|Philadelphia High School for Girls|High School|District|'9-12'|1013.0|0.09871668311944719
1|Fire - Incendiary|609|2013-2014|A. Philip Randolph Career and Technical High School|High School|District|'9-12'|518.0|0.19305019305019305
10|Vandalism|609|2013-2014|A. Philip Randolph Career and Technical High School|High School|District|'9-12'|518.0|1.9305019305019304
0|Bomb Scare|621|2013-2014|Franklin S. Edmonds School|Elementary School|District|'K-6'|516.0|0.0
1|Morals Offenses|625|2013-2014|Charles W. Henry School|K8 School|District|'K-8'|479.0|0.20876826722338204
3|Trespassing|402|2013-2014|Overbrook High School|High School|District|'9-12'|573.0|0.5235602094240838
6|Weapons|402|2013-2014|Overbrook High School|High School|District|'9-12'|573.0|1.0471204188481675
0|Take Off|102|2013-2014|West Philadelphia High School|High School|District|'9-12'|483.0|0.0
1|Trespassing|113|2013-2014|William T. Tilden School|Middle School|District|'5-8'|363.0|0.27548209366391185
0|Bomb Scare|123|2013-2014|William C. Bryant School|K8 School|District|'K-8'|403.0|0.0
0|Harassment|128|2013-2014|Sadie Alexander School|K8 School|District|'K-8'|569.0|0.0
0|Robbery|130|2013-2014|Avery D. Harrington School|K8 School|District|'K-8'|493.0|0.0
1|Morals Offenses|138|2013-2014|Thomas G. Morton School|Elementary School|District|'K-5'|633.0|0.1579778830963665
0|Theft|139|2013-2014|Samuel Powel School|Elementary School|District|'K-4'|284.0|0.0
0|Fire - Incendiary|158|2013-2014|Middle Years Alternative School|Middle School|District|'5-8'|255.0|0.0
0|Take Off|201|2013-2014|Benjamin Franklin High School|High School|District|'9-12'|547.0|0.0
5|Disorderly Conduct|534|2013-2014|James R. Ludlow School|K8 School|District|'K-8'|312.0|1.6025641025641026
2|Vandalism|541|2013-2014|Isaac A. Sheppard School|Elementary School|District|'K-4'|187.0|1.0695187165775402
1|Drug And Alcohol Offenses|559|2013-2014|John H. Webster School|Elementary School|District|'K-5'|840.0|0.11904761904761904
0|Take Off|622|2013-2014|Eleanor C. Emlen School|Elementary School|District|'K-5'|418.0|0.0
0|Bullying|626|2013-2014|Henry H. Houston School|K8 School|District|'K-8'|387.0|0.0
2|Trespassing|636|2013-2014|Theodore Roosevelt School|K8 School|District|'K-8'|581.0|0.3442340791738382
0|Harassment|641|2013-2014|Cook-Wissahickon School|K8 School|District|'K-8'|460.0|0.0
0|Robbery|730|2013-2014|Francis Hopkinson School|K8 School|District|'K-8'|920.0|0.0
0|Trespassing|730|2013-2014|Francis Hopkinson School|K8 School|District|'K-8'|920.0|0.0
1|Threat|200|2013-2014|South Philadelphia High School|High School|District|'9-12'|611.0|0.16366612111292964
3|Weapons|200|2013-2014|South Philadelphia High School|High School|District|'9-12'|611.0|0.4909983633387889
0|Burglary|219|2013-2014|D. Newlin Fell School|K8 School|District|'K-8'|576.0|0.0
0|Fire - Incendiary|234|2013-2014|General George A. McCall School|K8 School|District|'K-8'|716.0|0.0
0|Threat|234|2013-2014|General George A. McCall School|K8 School|District|'K-8'|716.0|0.0
0|Bomb Scare|238|2013-2014|William M. Meredith School|K8 School|District|'K-8'|614.0|0.0
0|Trespassing|238|2013-2014|William M. Meredith School|K8 School|District|'K-8'|614.0|0.0
0|Take Off|248|2013-2014|Chester A. Arthur School|K8 School|District|'K-8'|251.0|0.0
0|Take Off|259|2013-2014|George W. Nebinger School|K8 School|District|'K-8'|365.0|0.0
1|Weapons|733|2013-2014|Henry W. Lawton School|Elementary School|District|'K-5'|758.0|0.13192612137203166
1|Threat|750|2013-2014|Feltonville School of Arts and Sciences|Middle School|District|'6-8'|555.0|0.18018018018018017
0|Robbery|773|2013-2014|Roberto Clemente School|Middle School|District|'6-8'|491.0|0.0
4|Robbery|803|2013-2014|George Washington High School|High School|District|'9-12'|1314.0|0.30441400304414
0|Harassment|825|2013-2014|Edwin Forrest School|Elementary School|District|'K-6'|1186.0|0.0
0|Weapons|837|2013-2014|Watson Comly School|Elementary School|District|'K-5'|491.0|0.0
0|Trespassing|839|2013-2014|A.L. Fitzpatrick School|K8 School|District|'K-8'|830.0|0.0
0|Burglary|840|2013-2014|Anne Frank School|Elementary School|District|'K-5'|1284.0|0.0
0|Robbery|272|2013-2014|Vare-Washington School|K8 School|District|'K-8'|363.0|0.0
0|Theft|731|2013-2014|Feltonville Intermediate School|Elementary School|District|'3-5'|772.0|0.0
0|Suicide|737|2013-2014|Grover Washington, Jr. School|Middle School|District|'5-8'|541.0|0.0
0|Take Off|738|2013-2014|Alexander K. McClure School|Elementary School|District|'K-5'|630.0|0.0
0|Burglary|743|2013-2014|James J. Sullivan School|Elementary School|District|'K-5'|764.0|0.0
0|Fire - Incendiary|747|2013-2014|Bridesburg School|K8 School|District|'K-8'|794.0|0.0
0|Bomb Scare|749|2013-2014|Prince Hall School|Elementary School|District|'K-5'|574.0|0.0
0|Morals Offenses|750|2013-2014|Feltonville School of Arts and Sciences|Middle School|District|'6-8'|555.0|0.0
0|Take Off|750|2013-2014|Feltonville School of Arts and Sciences|Middle School|District|'6-8'|555.0|0.0
9|Robbery|802|2013-2014|Northeast High School|High School|District|'9-12'|3386.0|0.26580035440047256
0|Bomb Scare|812|2013-2014|Woodrow Wilson School|Middle School|District|'6-8'|1299.0|0.0
0|Trespassing|821|2013-2014|Joseph H. Brown School|Elementary School|District|'K-6'|581.0|0.0
0|Vandalism|827|2013-2014|Thomas Holme School|Elementary School|District|'K-6'|570.0|0.0
0|Robbery|831|2013-2014|J. Hampton Moore School|Elementary School|District|'K-5'|1168.0|0.0
0|Robbery|837|2013-2014|Watson Comly School|Elementary School|District|'K-5'|491.0|0.0
0|Bomb Scare|838|2013-2014|Louis H. Farrell School|K8 School|District|'K-8'|1088.0|0.0
9|Assaults|841|2013-2014|Robert B. Pollock School|Elementary School|District|'K-6'|663.0|1.3574660633484164
0|Bullying|842|2013-2014|Stephen Decatur School|K8 School|District|'K-8'|1029.0|0.0
2|Vandalism|844|2013-2014|William H. Loesche School|Elementary School|District|'K-5'|769.0|0.26007802340702213
0|Bullying|856|2013-2014|The Workshop School|High School|District|'9-12'|230.0|0.0
0|Threat|856|2013-2014|The Workshop School|High School|District|'9-12'|230.0|0.0
0|Suicide|102|2013-2014|West Philadelphia High School|High School|District|'9-12'|483.0|0.0
